	GPD_id	Source	GPD_VC	Size	Predicted_phage_taxon	Host_range_isolates	Host_range_taxon	Metagenomic_runs_detected	Continents_detected	Countries_detected	checkV_MIUViG	checkV_completion	checkV_viral_region	checkV_host_region	checkV_prophage	checkV_termini	Novel
58182	uvig_215094	Metagenome	609	15176	Siphoviridae	GCF_000156635,GCA_003472575,GCF_001025155,GCA_003436025,GCA_003471295,GCA_003467905,GCA_003439655,GCA_003436315,GCA_003470125,GCA_003437435,GCA_003465775,GCA_003465135,GCA_003471505,GCA_003472545,13470_2#59,18048_2#93,18048_1#93,GCA_003459865,GCA_003468555,GCA_003474015,GCA_003467065,GCA_003474835	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018305	Asia	China	Genome-fragment	37.54	1-15176	-1	No	No	No
58184	uvig_215098	Metagenome	5496	12702	Podoviridae	GCA_003471415,GCA_003474015	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018305	Asia	China	Genome-fragment	70.7	1-12702	-1	No	No	Yes
58220	uvig_215284	Metagenome	175	26822	Siphoviridae	GCA_003463505,GCA_003463425,GCA_003436025,GCA_003464925,GCA_003459475,GCA_003436315,GCA_003467755,GCA_003463455,GCA_003437435,GCA_003465775,GCA_003436955,GCA_003471505,GCA_003472095,GCA_003462895,GCA_003457765,GCA_003471415,GCA_003463265,GCA_003465065,GCA_003465385,GCA_003462885,GCA_003468555	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018212,ERR1018283	Asia,Asia	China,China	Genome-fragment	67.64	1-26822	-1	No	No	No
58244	uvig_215387	Metagenome	398	10845	Podoviridae	GCA_003437435,GCA_003465065,GCA_003464925,GCA_003465385	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018216	Asia	China	Genome-fragment	-1.0	1-10845	-1	No	No	Yes
58296	uvig_215640	Metagenome	29107	35483	Siphoviridae	GCA_003434265	Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus pasteurianus	ERR1018279	Asia	China	High-quality	92.54	1-35483	-1	No	No	Yes
58300	uvig_215650	Metagenome	6397	44052	Siphoviridae	GCA_003439475,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	ERR1018279	Asia	China	Genome-fragment	87.37	1-44052	-1	No	No	Yes
58364	uvig_215882	Metagenome	29076	19368	Siphoviridae	GCF_000238615	Synergistota/Synergistia/Synergistales/Synergistaceae/Cloacibacillus/Cloacibacillus evryensis	ERR1018221,ERR011326,ERR1018281	Asia,Europe,Asia	China,Spain,China	Genome-fragment	53.17	1-19368	-1	No	No	Yes
58372	uvig_215948	Metagenome	29081	11955	Siphoviridae	GCF_000771025,GCF_001025195,GCA_003466335,GCF_000154085	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR341606,ERR1018192,SRR5091581	Asia,Asia,Asia	China,China,China	Genome-fragment	70.22	1-11955	-1	No	No	Yes
58408	uvig_216064	Metagenome	28975	17994	Siphoviridae	GCF_000191805	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella sp1	ERR1018203	Asia	China	Genome-fragment	44.67	1-17994	-1	No	No	Yes
58501	uvig_216431	Metagenome	3212	15348	Podoviridae	GCA_003434075,13470_2#95,12718_7#51	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1	ERR1018190,ERR1018201	Asia,Asia	China,China	Genome-fragment	64.69	1-15348	-1	No	55-bp-ITR	Yes
58643	uvig_216982	Metagenome	816	41682	Siphoviridae	GCA_003436185	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B	-1	-1	-1	Genome-fragment	75.03	1-28369	28370-41682	Yes	No	No
58652	uvig_216997	Metagenome	114	21678	Siphoviridae	GCA_003481045,GCA_003481625,GCA_003461925,GCA_003478765,13470_2#80,GCA_003461955,GCA_003478325,GCA_003480305,GCA_003481285,12718_7#95	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1	ERR1018277	Asia	China	Genome-fragment	48.2	1-21678	-1	No	No	No
58653	uvig_217001	Metagenome	1167	16581	Siphoviridae	GCA_003468085	Actinobacteriota/Coriobacteriia/Coriobacteriales/Coriobacteriaceae/Collinsella/NA	ERR1018277	Asia	China	Genome-fragment	46.0	1-16581	-1	No	No	No
58685	uvig_217090	Metagenome	4011	15973	Podoviridae	GCA_003477605	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_F/Eubacterium_F sp1	ERR1018272	Asia	China	Genome-fragment	66.96	1-15973	-1	No	No	Yes
58807	uvig_217596	Metagenome	2329	27720	Siphoviridae	GCA_003436185	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B	ERR1018258	Asia	China	Genome-fragment	46.14	1-27720	-1	No	No	Yes
58814	uvig_217622	Metagenome	57437	71289	Myoviridae	GCA_003481265	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Parasutterella/Parasutterella excrementihominis	ERR1018258	Asia	China	High-quality	100.0	780-65196	1-779,65197-71289	Yes	complete-prophage	Yes
58859	uvig_217768	Metagenome	57487	13774	Podoviridae	GCA_003472385	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Duodenibacillus/NA	ERR1018301	Asia	China	Genome-fragment	30.81	1-13774	-1	No	No	Yes
58959	uvig_218148	Metagenome	57473	15975	Siphoviridae	12718_7#12,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	ERR1018202	Asia	China	Genome-fragment	31.64	1-12286	12287-15975	Yes	No	Yes
59065	uvig_218585	Metagenome	57689	27378	Siphoviridae	20298_2#20	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR6451806,SRR5091592,ERR1018251	North America,Asia,Asia	United States,China,China	Genome-fragment	51.74	1-27378	-1	No	No	Yes
59072	uvig_218617	Metagenome	51	33852	Siphoviridae	GCA_003471505,GCF_000154085,GCA_003436185	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B	ERR1018211,ERR1018254	Asia,Asia	China,China	Genome-fragment	88.84	1-33852	-1	No	No	No
59121	uvig_218879	Metagenome	1254	16057	Siphoviridae	GCA_003475105	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum	ERR1018248	Asia	China	Genome-fragment	40.29	1-16057	-1	No	No	Yes
59176	uvig_219235	Metagenome	8535	16770	Podoviridae	GCF_000191845,GCF_000185625	Actinobacteriota/Coriobacteriia/Coriobacteriales/Eggerthellaceae/Eggerthella/Eggerthella lenta,Actinobacteriota/Coriobacteriia/Coriobacteriales/Eggerthellaceae/Eggerthella/Eggerthella lenta	ERR1018223,ERR321633	Asia,Europe	China,Denmark	Genome-fragment	86.74	1-16770	-1	No	No	No
59180	uvig_219260	Metagenome	4353	18386	Siphoviridae	GCA_003458265,GCA_003469225,GCA_003465765,GCA_003471705	Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus	SRR5106318,SRR4435785	Asia,North America	China,United States	Genome-fragment	29.35	1-18386	-1	No	No	No
59289	uvig_219727	Metagenome	4010	16671	Podoviridae	12718_7#44,8080_1#85,GCF_000189615	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum	ERR1018282	Asia	China	Genome-fragment	88.13	1-16671	-1	No	No	No
59295	uvig_219755	Metagenome	57732	34380	Siphoviridae	GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	ERR1018282	Asia	China	Genome-fragment	86.33	1-34380	-1	No	No	Yes
59332	uvig_219876	Metagenome	57628	16197	Podoviridae	GCA_003465745,GCF_000156635,18048_2#93,GCA_003466105,GCF_001025155,18048_1#93,GCA_003437435,GCA_003467065,GCA_003471415,GCA_003472605,GCA_003465065,GCA_003459865,GCA_003437825,GCA_003458965,GCA_003439655	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018250	Asia	China	Genome-fragment	-1.0	1-16197	-1	No	No	Yes
59373	uvig_220071	Metagenome	7485	16313	Podoviridae	GCA_003603335,GCA_003604025	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruthenibacterium/Ruthenibacterium lactatiformans,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruthenibacterium/Ruthenibacterium lactatiformans	SRR413610,ERR1018284	NA,Asia	NA,China	Genome-fragment	72.58	1-16313	-1	No	55-bp-ITR	No
59380	uvig_220115	Metagenome	51	34003	Siphoviridae	GCA_003473105,18048_1#77,GCA_003472265,GCF_000154085,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	ERR1018307	Asia	China	Genome-fragment	89.33	1-34003	-1	No	No	No
59449	uvig_220343	Metagenome	19753	16383	Podoviridae	18048_2#69,18048_1#69	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1	ERR1018290	Asia	China	Genome-fragment	84.7	1-16383	-1	No	48-bp-ITR	Yes
59454	uvig_220352	Metagenome	57667	11988	Podoviridae	GCA_003465585,GCA_003470215,GCA_003464175	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens	ERR1018290	Asia	China	Genome-fragment	-1.0	1-11988	-1	No	No	Yes
59486	uvig_220566	Metagenome	7653	14145	Podoviridae	GCA_003481885,GCA_003479845	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1	ERR1018227,ERR2013560,ERR1018218	Asia,Asia,Asia	China,China,China	High-quality	100.0	1-14145	-1	No	No	No
59527	uvig_220718	Metagenome	57683	13171	Podoviridae	GCA_003457795,GCA_003467265	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	ERR1018198	Asia	China	Genome-fragment	-1.0	1-13171	-1	No	No	Yes
59545	uvig_220807	Metagenome	770	15013	Siphoviridae	GCA_003470035	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	ERR1018300	Asia	China	Genome-fragment	33.27	1-15013	-1	No	No	No
59587	uvig_220929	Metagenome	2887	15915	Podoviridae	GCA_003467905	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	ERR1018228	Asia	China	Genome-fragment	-1.0	1-15915	-1	No	55-bp-ITR	Yes
59661	uvig_221269	Metagenome	9430	10874	Siphoviridae	GCA_003435895	Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B massiliensis	ERR1018210	Asia	China	Genome-fragment	23.02	1-10874	-1	No	No	Yes
59857	uvig_222089	Metagenome	12675	58940	Herelleviridae	20298_3#36	Firmicutes/Clostridia/Tissierellales/Peptoniphilaceae/Peptoniphilus_A/Peptoniphilus_A harei	ERR1018188	Asia	China	Genome-fragment	37.01	3273-58940	1-3272	Yes	No	Yes
59885	uvig_222156	Metagenome	14705	14968	Podoviridae	GCA_003470845,GCA_003466845,GCA_003475105,GCA_003467225,GCA_003468105	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum	ERR1018286	Asia	China	Genome-fragment	-1.0	1-14968	-1	No	No	Yes
59891	uvig_222186	Metagenome	30012	16423	Podoviridae	GCA_003470125,GCA_003462885,18048_1#77,GCA_003437175,GCA_003462895,GCA_003466105,GCA_003457765,GCA_003437435,GCA_003471415,GCF_000154085,GCA_003459865,18048_2#77,GCA_003439655	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium bifidum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	ERR1018286	Asia	China	Genome-fragment	-1.0	1-16423	-1	No	No	Yes
